dts,NSW_min,NSW_mean,VIC_min,VIC_mean,QLD_min,QLD_mean,SA_min,SA_mean,WA_min,WA_mean,TAS_min,TAS_mean,NT_min,NT_mean,ACT_min,ACT_mean
2002-04-12,0.0,0.00012799755355353854,0.0,0.00019613281017628455,0.0,0.00013618047208118183,0.0,0.0007841231347772227,0.0,6.022409383112045e-05,0.0,1.9552975946617028e-05,,,0.0,4.007589267374115e-05
2002-04-13,0.0,0.00018799041069395917,0.0,0.0064520879071262765,0.0,0.00044837590658319213,0.0,0.00259330430119121,0.0,5.6281592503885085e-06,0.0,0.0020319107748155494,,,0.0,9.05480420243524e-06
2002-04-14,0.0,0.0019075490031208227,0.0,0.003599728501463531,0.0,0.0002538165683767087,0.0,0.0002261017628523288,0.0,0.00010304832146941444,0.0,2.2139392713528268e-05,,,0.0024872205691615166,0.005583963606394369
2002-04-15,0.0,0.003262759362154692,0.0,0.00088082127153792,0.0,0.0004021630633824431,0.0,2.978862254621075e-06,0.0,0.00010798782778778307,0.0,1.5585462847859978e-05,,,0.0005951018539711605,0.005153525043660085
2002-04-16,0.0,0.002782626051516596,0.0,0.0012513551445067275,0.0,0.000534903276287674,0.0,4.0753470971593225e-06,0.0,0.004518902362992867,0.0,3.4728295035322796e-05,,,0.0,0.0002986408571210585
2002-04-17,0.0,0.004520039660949536,0.0,0.0022806140718172616,0.0,0.0014519289572351441,0.0,9.263649839212615e-06,0.0,0.014570815340990684,0.0,0.00017372517798460463,,,0.0,0.0013194861901659795
2002-04-18,0.0,0.0026732993382337306,0.0,0.0015439823179904362,0.0,0.00039184909487819454,0.0,5.353010765610542e-06,0.0,0.007986271344056115,0.0,7.724932149457558e-05,,,0.0010986495765621424,0.005303767720796789
2002-04-19,0.0,0.00020842649921311431,0.0,0.0009535240842897824,0.0,2.4172033794409776e-06,0.0,0.00013267937189065813,0.0,0.001131989775867992,0.0,0.0038786876789173677,,,0.0,0.00016214806784731252
2002-04-20,0.0,1.9255703116285685e-05,0.0,0.0010361172479513609,0.0,5.379128647206681e-07,0.0,1.3195465658700621e-05,0.0,0.00014797081145281803,0.0,0.0027958997844694544,,,9.155413138017853e-05,0.0013075807994553702
2002-04-21,0.0,0.0005363035951824697,0.0,0.004874244072833981,0.0,9.711369915289278e-06,0.0,5.207126516174123e-06,0.0,0.0005416292018914844,0.0,0.0008313111781207889,,,0.0017853055619134813,0.006405435565426411
2002-04-22,0.0,0.001170993486262389,0.0,0.0025936629578674677,0.0,8.235514049109469e-06,0.0,3.948286621843731e-06,0.0,0.0008458478750696069,0.0,0.0003939974874928125,,,0.0,0.00020792513353740178
2002-04-23,0.0,0.0005332641560686392,0.0,5.696262083423347e-05,0.0,3.8147554741741054e-06,0.0,5.1337137971028916e-05,0.0,0.004797353082431081,0.0,0.00010649508260651046,,,0.0,0.0
2002-04-24,0.0,1.0280225910842513e-05,0.0,2.4542966752634614e-05,0.0,1.112083780132951e-05,0.0,0.00024088077850894412,0.0,0.00027913349899767953,0.0,0.00039988179489455566,,,0.0,0.00012374899076661493
2002-04-25,0.0,1.6457884133084594e-05,0.0,0.004327949666979262,0.0,3.88795247791774e-06,0.0,0.003695817457391652,0.0,8.810058831810868e-06,0.0,0.009110632135742851,,,0.0,0.0
2002-04-26,0.0,0.00024750144886800685,0.0,0.003520093215156658,0.0,4.917817298031678e-06,0.0,0.00011291911500731863,0.0,0.0011321424835544099,0.0,0.002484734595764194,,,0.0,1.0060893558261377e-06
2002-04-27,0.0,0.00017414486656144534,0.0,0.00015003935871900676,0.0,1.3555063739780635e-05,0.0,2.7261530870489555e-05,0.0,1.959944421450191e-05,0.0,0.001385599542915706,,,0.0,0.0
2002-04-28,0.0,0.0006562438280269573,0.0,3.1948371115890954e-05,0.0,0.000535359480869146,0.0,0.0,0.0,5.93944799577916e-05,0.0,0.00014223618161852018,,,0.0,0.0
2002-04-29,0.0,0.000982624300481296,0.0,1.5263965424308743e-05,0.0,0.0031411234487214302,0.0,2.395325256875398e-06,0.0,0.0002415938383153335,0.0,1.2773048499373965e-05,,,0.0,0.0002810342933941011
2002-04-30,0.0,0.0009048553082009737,0.0,6.70507128484425e-06,0.0,0.0009738231513407292,0.0,3.2471010358428783e-07,0.0,0.0010318840140484023,0.0,4.7225124268327605e-05,,,0.0,0.0
2002-05-01,0.0,0.00031492057178806964,0.0,7.354321244595694e-06,0.0,0.00040496667885141447,0.0,1.546373044026043e-05,0.0,0.0019733753561392863,0.0,3.584154238159851e-05,,,0.0,0.0
2002-05-02,0.0,8.286220250450352e-05,0.0,3.4406952181751755e-06,0.0,0.0004886393654098946,0.0,2.6823878122180293e-07,0.0,0.0002662987116228698,0.0,3.3079349717906895e-05,,,0.0,0.0
2002-05-03,0.0,0.0004391140295790795,0.0,9.964503823901e-06,0.0,0.0005074612089074149,0.0,1.3270760755183934e-06,0.0,0.0018366256229519183,0.0,3.512169823287887e-05,,,0.0,1.1066982914087514e-05
2002-05-04,0.0,0.0008624346303843057,0.0,5.43623253101528e-06,0.0,0.0016175124954945542,0.0,9.882481413434845e-08,0.0,0.00045671932321362987,0.0,5.554518338259871e-05,,,0.0,0.0
2002-05-05,0.0,0.0006564691032663971,0.0,7.482852962516032e-06,0.0,0.00048691838469396855,0.0,0.0,0.0,6.022262548798182e-05,0.0,3.796759370456114e-05,,,0.0,0.0
